                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.84036,                0.54444,                0.98328,                0.86019,                0.86773,                0.92395,                0.62083,                 1.1489,                0.62126,                  1.053,               0.004753,               0.004753,               0.004753
                    162,                0.83958,                0.53993,                0.98006,                0.86498,                0.87376,                0.92482,                0.62117,                 1.1491,                0.62112,                 1.0533,                0.00472,                0.00472,                0.00472
                    163,                0.84215,                0.54694,                0.97994,                0.86283,                0.87324,                 0.9246,                 0.6216,                 1.1485,                0.62135,                 1.0532,               0.004687,               0.004687,               0.004687
                    164,                0.84177,                0.54427,                0.97727,                0.86388,                0.87348,                0.92476,                0.62125,                 1.1487,                0.62177,                 1.0534,               0.004654,               0.004654,               0.004654
                    165,                0.83442,                0.53806,                0.97759,                0.86167,                0.87264,                0.92263,                0.61943,                 1.1486,                0.62258,                 1.0535,               0.004621,               0.004621,               0.004621
                    166,                0.84187,                0.54207,                0.97947,                0.86292,                0.87245,                0.92306,                0.61831,                 1.1488,                0.62244,                 1.0537,               0.004588,               0.004588,               0.004588
                    167,                0.83364,                0.53967,                0.97878,                 0.8624,                0.87198,                0.92277,                0.61788,                 1.1485,                0.62222,                 1.0534,               0.004555,               0.004555,               0.004555
                    168,                0.84146,                0.54634,                0.98039,                0.86071,                 0.8686,                  0.923,                0.61775,                 1.1481,                0.62275,                 1.0534,               0.004522,               0.004522,               0.004522
                    169,                0.83165,                0.53918,                0.98182,                0.86242,                0.87452,                0.92407,                0.61846,                  1.148,                0.62379,                 1.0534,               0.004489,               0.004489,               0.004489
                    170,                0.83616,                0.54134,                0.98085,                0.85681,                0.87486,                0.92289,                0.61773,                 1.1485,                0.62299,                 1.0534,               0.004456,               0.004456,               0.004456
                    171,                0.82961,                0.53205,                 0.9751,                0.84878,                0.88125,                0.92185,                0.61745,                 1.1482,                0.62289,                 1.0534,               0.004423,               0.004423,               0.004423
                    172,                0.82636,                0.53334,                0.97836,                 0.8481,                0.88177,                0.92164,                0.61836,                 1.1478,                0.62292,                 1.0532,                0.00439,                0.00439,                0.00439
                    173,                0.82531,                0.52635,                0.97399,                 0.8475,                0.88204,                0.92236,                0.61897,                 1.1483,                0.62251,                 1.0534,               0.004357,               0.004357,               0.004357
                    174,                0.82264,                0.53013,                0.97688,                  0.848,                0.88202,                0.92172,                0.61865,                 1.1483,                0.62246,                 1.0535,               0.004324,               0.004324,               0.004324
                    175,                0.83054,                  0.539,                0.97551,                0.84792,                0.88208,                0.92135,                 0.6185,                 1.1481,                0.62231,                 1.0533,               0.004291,               0.004291,               0.004291
                    176,                 0.8272,                0.52707,                0.97494,                0.84562,                0.88281,                0.92148,                0.62007,                 1.1481,                0.62239,                 1.0533,               0.004258,               0.004258,               0.004258
                    177,                0.82631,                0.52799,                0.97608,                0.84604,                0.88267,                0.92168,                0.62072,                 1.1488,                0.62164,                 1.0534,               0.004225,               0.004225,               0.004225
                    178,                   0.83,                0.53181,                0.97381,                0.84456,                0.88281,                0.92101,                0.61766,                 1.1486,                0.62214,                 1.0536,               0.004192,               0.004192,               0.004192
                    179,                0.81086,                0.52395,                0.97772,                 0.8444,                0.88276,                0.92063,                0.61719,                  1.148,                0.62242,                 1.0533,               0.004159,               0.004159,               0.004159
                    180,                0.82344,                0.52669,                0.97461,                0.84508,                0.88526,                0.92112,                0.61584,                 1.1478,                0.62246,                 1.0536,               0.004126,               0.004126,               0.004126
                    181,                0.81483,                0.52526,                0.97423,                  0.848,                0.88393,                0.92264,                0.61687,                 1.1475,                0.62274,                 1.0535,               0.004093,               0.004093,               0.004093
                    182,                0.82201,                0.53095,                0.97201,                0.85098,                0.88467,                0.92242,                0.61587,                 1.1478,                0.62242,                 1.0536,                0.00406,                0.00406,                0.00406
                    183,                0.81334,                0.52025,                0.97455,                0.84366,                0.88631,                0.92111,                0.61589,                 1.1479,                0.62295,                 1.0539,               0.004027,               0.004027,               0.004027
                    184,                0.82564,                0.52449,                0.97553,                0.84359,                0.88633,                0.92085,                 0.6159,                 1.1472,                0.62204,                 1.0535,               0.003994,               0.003994,               0.003994
                    185,                0.81999,                0.52605,                0.97216,                0.84326,                0.88599,                0.92111,                0.61696,                 1.1477,                 0.6233,                 1.0539,               0.003961,               0.003961,               0.003961
                    186,                0.82702,                0.52868,                0.97298,                0.84379,                0.88494,                0.92239,                0.61865,                 1.1481,                 0.6231,                 1.0543,               0.003928,               0.003928,               0.003928
                    187,                0.80668,                0.52067,                0.97243,                0.84251,                0.88508,                0.92168,                 0.6179,                 1.1482,                0.62337,                 1.0542,               0.003895,               0.003895,               0.003895
                    188,                0.81408,                0.51798,                0.96832,                0.84141,                0.88499,                0.92103,                 0.6177,                 1.1484,                0.62388,                 1.0547,               0.003862,               0.003862,               0.003862
                    189,                0.81938,                 0.5232,                0.97104,                0.84435,                0.88531,                0.92157,                0.61782,                 1.1485,                0.62384,                 1.0547,               0.003829,               0.003829,               0.003829
                    190,                0.80686,                0.51682,                0.96901,                0.84493,                0.88523,                0.92055,                0.61741,                 1.1482,                0.62402,                 1.0548,               0.003796,               0.003796,               0.003796
                    191,                0.81151,                0.52102,                0.96655,                0.84342,                0.88523,                0.92039,                 0.6166,                 1.1482,                0.62355,                 1.0551,               0.003763,               0.003763,               0.003763
                    192,                0.81391,                0.51397,                0.96651,                0.84148,                0.88541,                0.91932,                0.61676,                 1.1477,                0.62377,                 1.0551,                0.00373,                0.00373,                0.00373
                    193,                0.80878,                 0.5114,                0.96701,                0.83973,                0.88591,                 0.9193,                 0.6166,                  1.148,                0.62331,                 1.0553,               0.003697,               0.003697,               0.003697
                    194,                0.80746,                0.51336,                 0.9672,                0.84032,                0.88584,                 0.9191,                0.61604,                 1.1479,                0.62347,                 1.0555,               0.003664,               0.003664,               0.003664
                    195,                0.80947,                0.50785,                0.96632,                0.84344,                0.88616,                0.92152,                0.61754,                 1.1479,                0.62334,                 1.0558,               0.003631,               0.003631,               0.003631
                    196,                0.81358,                0.51431,                0.97105,                0.84244,                0.88607,                0.92169,                0.61754,                 1.1477,                0.62283,                 1.0562,               0.003598,               0.003598,               0.003598
                    197,                0.80261,                0.51417,                0.96916,                0.84307,                0.88626,                0.92187,                0.61829,                 1.1483,                0.62305,                 1.0562,               0.003565,               0.003565,               0.003565
                    198,                0.79976,                0.51043,                0.96716,                0.84265,                0.88655,                 0.9219,                0.61788,                 1.1487,                0.62286,                  1.057,               0.003532,               0.003532,               0.003532
                    199,                0.80978,                0.51087,                0.96874,                0.83937,                0.88572,                0.92081,                0.61881,                 1.1487,                0.62355,                 1.0572,               0.003499,               0.003499,               0.003499
                    200,                0.81445,                0.51709,                0.96488,                0.84116,                0.88636,                0.92143,                0.61709,                 1.1483,                0.62254,                 1.0563,               0.003466,               0.003466,               0.003466
                    201,                 0.7969,                0.50552,                 0.9639,                0.83952,                0.88594,                0.92088,                0.61767,                  1.149,                0.62198,                 1.0568,               0.003433,               0.003433,               0.003433
                    202,                0.79974,                0.50763,                0.96831,                0.83988,                0.88608,                0.92171,                0.61804,                 1.1488,                0.62215,                 1.0571,                 0.0034,                 0.0034,                 0.0034
                    203,                0.80131,                0.50882,                0.96825,                0.83759,                0.88577,                0.92054,                0.61745,                 1.1489,                0.62194,                 1.0572,               0.003367,               0.003367,               0.003367
                    204,                 0.7997,                 0.5032,                0.96236,                0.83523,                0.88743,                0.91983,                0.61706,                 1.1491,                0.62166,                 1.0573,               0.003334,               0.003334,               0.003334
                    205,                0.79507,                0.50171,                0.96161,                 0.8382,                0.88675,                0.92106,                0.61814,                 1.1485,                 0.6211,                  1.057,               0.003301,               0.003301,               0.003301
                    206,                  0.796,                0.50706,                0.96406,                0.83687,                0.88792,                0.92069,                0.61815,                 1.1486,                0.62133,                  1.057,               0.003268,               0.003268,               0.003268
                    207,                0.79026,                0.50034,                0.96336,                0.83789,                0.88641,                0.92067,                0.61846,                 1.1486,                0.62177,                  1.057,               0.003235,               0.003235,               0.003235
                    208,                  0.793,                0.49909,                0.96336,                0.83314,                0.88757,                0.91783,                0.61686,                 1.1489,                0.62206,                 1.0571,               0.003202,               0.003202,               0.003202
                    209,                0.79765,                0.50347,                0.96437,                0.83624,                0.88823,                0.92001,                0.61811,                 1.1488,                 0.6217,                 1.0569,               0.003169,               0.003169,               0.003169
                    210,                0.79271,                0.50458,                0.96324,                0.83206,                0.88827,                0.91817,                0.61702,                 1.1491,                0.62155,                 1.0572,               0.003136,               0.003136,               0.003136
                    211,                0.79202,                0.49657,                0.95835,                0.83207,                0.88825,                0.91818,                0.61925,                 1.1493,                 0.6219,                 1.0575,               0.003103,               0.003103,               0.003103
                    212,                0.79327,                0.50012,                0.96085,                0.83339,                0.88841,                0.91847,                0.61835,                  1.149,                0.62198,                 1.0576,                0.00307,                0.00307,                0.00307
                    213,                0.78628,                0.49597,                0.96013,                0.83236,                0.88868,                0.91822,                0.61862,                 1.1486,                 0.6217,                 1.0576,               0.003037,               0.003037,               0.003037
                    214,                0.79008,                0.49681,                0.95782,                0.83291,                0.88788,                0.91823,                0.61831,                  1.149,                 0.6222,                 1.0576,               0.003004,               0.003004,               0.003004
                    215,                0.79216,                0.49634,                0.95849,                0.83574,                 0.8877,                0.92056,                0.61892,                 1.1483,                0.62245,                 1.0575,               0.002971,               0.002971,               0.002971
                    216,                0.78613,                0.49534,                 0.9585,                0.83256,                0.88732,                 0.9185,                0.62028,                 1.1486,                0.62244,                 1.0577,               0.002938,               0.002938,               0.002938
                    217,                0.78474,                0.49082,                0.95825,                0.83326,                0.88745,                0.91849,                0.62003,                 1.1485,                 0.6222,                 1.0576,               0.002905,               0.002905,               0.002905
                    218,                0.77998,                0.49051,                0.95787,                0.83204,                 0.8866,                0.91787,                 0.6194,                 1.1481,                0.62169,                 1.0575,               0.002872,               0.002872,               0.002872
                    219,                0.78918,                0.49797,                0.95677,                0.83186,                0.88617,                0.91802,                0.61915,                 1.1484,                0.62193,                 1.0575,               0.002839,               0.002839,               0.002839
                    220,                0.77415,                0.48848,                0.95649,                0.83204,                0.88521,                0.91736,                0.61942,                 1.1486,                0.62127,                 1.0574,               0.002806,               0.002806,               0.002806
                    221,                0.78306,                0.49246,                0.95913,                0.83177,                0.88653,                0.91758,                0.61921,                 1.1488,                 0.6218,                 1.0575,               0.002773,               0.002773,               0.002773
                    222,                0.78008,                0.49415,                0.95438,                0.83206,                 0.8868,                0.91784,                0.61915,                 1.1482,                0.62191,                 1.0575,                0.00274,                0.00274,                0.00274
                    223,                0.78188,                0.49263,                0.95432,                0.83154,                0.88742,                0.91673,                0.61778,                 1.1484,                0.62163,                 1.0576,               0.002707,               0.002707,               0.002707
                    224,                0.77571,                0.48737,                0.95555,                0.83184,                0.88758,                0.91642,                0.61827,                 1.1485,                0.62135,                 1.0576,               0.002674,               0.002674,               0.002674
                    225,                0.77853,                0.48721,                0.95415,                0.83229,                0.89621,                0.91642,                0.61802,                 1.1482,                0.62104,                 1.0574,               0.002641,               0.002641,               0.002641
                    226,                0.77781,                0.48418,                0.95129,                 0.8317,                0.89656,                0.91595,                0.61744,                 1.1485,                0.62018,                 1.0575,               0.002608,               0.002608,               0.002608
                    227,                0.76483,                 0.4852,                0.95792,                0.83199,                0.89636,                0.91647,                0.61828,                 1.1484,                0.61973,                 1.0576,               0.002575,               0.002575,               0.002575
                    228,                0.77676,                0.48484,                0.95598,                0.83029,                0.89659,                0.91576,                0.61699,                 1.1484,                0.61978,                 1.0576,               0.002542,               0.002542,               0.002542
                    229,                0.77228,                0.48113,                0.95369,                0.83014,                0.89672,                0.91507,                0.61672,                 1.1486,                0.61966,                 1.0577,               0.002509,               0.002509,               0.002509
                    230,                 0.7738,                0.48245,                0.95505,                0.82922,                 0.8962,                0.91511,                0.61651,                 1.1479,                0.61947,                 1.0575,               0.002476,               0.002476,               0.002476
                    231,                0.77473,                0.48356,                0.95151,                0.82671,                0.90023,                0.91482,                0.61654,                 1.1479,                 0.6196,                 1.0577,               0.002443,               0.002443,               0.002443
                    232,                0.76807,                0.47754,                0.95126,                0.82647,                0.90021,                0.91537,                 0.6169,                  1.148,                0.61989,                 1.0579,                0.00241,                0.00241,                0.00241
                    233,                0.77402,                0.48182,                0.95357,                0.82543,                0.90017,                0.91451,                0.61706,                 1.1478,                 0.6191,                  1.058,               0.002377,               0.002377,               0.002377
                    234,                0.76934,                0.48166,                0.95093,                0.82522,                0.90113,                0.91489,                0.61668,                  1.148,                0.61875,                 1.0582,               0.002344,               0.002344,               0.002344
                    235,                0.75949,                 0.4776,                0.95122,                 0.8245,                 0.9005,                0.91477,                0.61704,                 1.1487,                0.61904,                 1.0591,               0.002311,               0.002311,               0.002311
                    236,                0.76935,                0.47812,                0.95051,                0.84119,                0.88627,                0.91556,                0.61717,                 1.1489,                0.61983,                 1.0595,               0.002278,               0.002278,               0.002278
                    237,                0.76152,                0.47149,                0.94879,                0.84212,                0.88524,                0.91589,                0.61775,                 1.1494,                0.61971,                   1.06,               0.002245,               0.002245,               0.002245
                    238,                0.76388,                0.47757,                0.94807,                0.84143,                0.88541,                0.91548,                0.61775,                 1.1487,                0.61933,                 1.0598,               0.002212,               0.002212,               0.002212
                    239,                0.75306,                0.47354,                0.94886,                0.84356,                0.88517,                0.91567,                0.61748,                  1.149,                0.61882,                 1.0603,               0.002179,               0.002179,               0.002179
                    240,                0.76979,                0.47474,                0.94767,                0.84408,                0.88534,                0.91524,                0.61749,                 1.1486,                 0.6191,                 1.0602,               0.002146,               0.002146,               0.002146
                    241,                0.75584,                0.46695,                0.94674,                0.84148,                0.88425,                0.91475,                0.61701,                 1.1497,                0.61905,                 1.0605,               0.002113,               0.002113,               0.002113
                    242,                 0.7589,                0.46943,                0.94972,                0.84254,                0.88313,                0.91541,                0.61971,                 1.1494,                0.61929,                 1.0607,                0.00208,                0.00208,                0.00208
                    243,                0.75175,                0.46505,                0.94771,                0.84178,                 0.8838,                 0.9154,                0.61779,                 1.1499,                0.61933,                  1.061,               0.002047,               0.002047,               0.002047
                    244,                0.75393,                0.46916,                0.94941,                0.84165,                0.88327,                0.91604,                0.61787,                 1.1498,                 0.6189,                 1.0609,               0.002014,               0.002014,               0.002014
                    245,                0.75561,                0.46662,                0.94984,                0.84309,                 0.8825,                0.91559,                0.61819,                 1.1498,                0.61939,                 1.0611,               0.001981,               0.001981,               0.001981
                    246,                0.74296,                  0.464,                0.94531,                 0.8427,                0.87741,                0.91582,                0.61766,                 1.1497,                0.61951,                 1.0611,               0.001948,               0.001948,               0.001948
                    247,                0.74839,                 0.4656,                 0.9453,                0.83957,                 0.8755,                0.91554,                0.61971,                 1.1497,                0.61893,                 1.0611,               0.001915,               0.001915,               0.001915
                    248,                0.74755,                  0.464,                0.94725,                0.84216,                0.87562,                 0.9154,                0.61676,                   1.15,                0.61935,                 1.0611,               0.001882,               0.001882,               0.001882
                    249,                0.75175,                 0.4651,                0.94419,                0.83902,                0.87542,                 0.9141,                0.61874,                   1.15,                0.61982,                 1.0614,               0.001849,               0.001849,               0.001849
                    250,                 0.7428,                0.46145,                0.94561,                0.84217,                0.87509,                0.91429,                0.61852,                 1.1507,                0.61996,                 1.0619,               0.001816,               0.001816,               0.001816
                    251,                 0.7499,                0.46151,                0.94092,                 0.8424,                0.87547,                0.91464,                0.61969,                 1.1508,                0.62039,                 1.0623,               0.001783,               0.001783,               0.001783
                    252,                 0.7392,                 0.4616,                0.94364,                0.84305,                0.87569,                 0.9141,                0.61966,                 1.1507,                0.61943,                 1.0625,                0.00175,                0.00175,                0.00175
                    253,                0.73378,                0.46038,                0.94241,                 0.8418,                0.87561,                0.91392,                0.61806,                 1.1512,                 0.6189,                 1.0631,               0.001717,               0.001717,               0.001717
                    254,                0.74996,                0.45989,                0.94478,                0.84445,                0.87594,                0.91388,                0.61721,                 1.1513,                0.61849,                 1.0633,               0.001684,               0.001684,               0.001684
                    255,                0.74354,                0.46072,                0.94537,                0.84465,                0.87591,                0.91597,                0.61753,                 1.1512,                0.61902,                 1.0632,               0.001651,               0.001651,               0.001651
                    256,                0.73749,                0.45722,                0.94393,                0.84243,                0.89194,                0.91395,                0.61818,                 1.1514,                0.61858,                 1.0636,               0.001618,               0.001618,               0.001618
                    257,                0.74016,                0.46091,                0.94435,                0.84248,                0.87548,                0.91555,                0.61847,                 1.1515,                0.61924,                 1.0638,               0.001585,               0.001585,               0.001585
                    258,                 0.7412,                0.45679,                0.94002,                0.84296,                0.89269,                0.91355,                 0.6173,                 1.1517,                0.61979,                 1.0641,               0.001552,               0.001552,               0.001552
                    259,                0.74182,                0.45377,                0.94105,                0.84415,                0.87529,                0.91531,                0.61837,                 1.1524,                 0.6201,                 1.0644,               0.001519,               0.001519,               0.001519
                    260,                0.73579,                0.45135,                0.93956,                0.84357,                0.87538,                0.91495,                0.61818,                 1.1531,                0.62094,                 1.0651,               0.001486,               0.001486,               0.001486
                    261,                0.72919,                 0.4536,                0.93864,                0.84454,                0.87525,                0.91509,                 0.6197,                 1.1531,                0.62085,                 1.0654,               0.001453,               0.001453,               0.001453
                    262,                0.73516,                0.45412,                0.94253,                0.84374,                0.87512,                0.91465,                0.61976,                 1.1533,                0.62066,                 1.0659,                0.00142,                0.00142,                0.00142
                    263,                0.73643,                0.45639,                 0.9423,                 0.8427,                 0.8749,                0.91433,                0.61951,                 1.1536,                0.62096,                 1.0659,               0.001387,               0.001387,               0.001387
                    264,                0.72829,                0.45392,                0.93929,                0.84283,                0.87523,                0.91451,                0.61772,                 1.1549,                 0.6213,                 1.0665,               0.001354,               0.001354,               0.001354
                    265,                0.71613,                0.44357,                0.93813,                 0.8406,                0.88909,                0.91177,                0.61681,                 1.1552,                0.62143,                  1.067,               0.001321,               0.001321,               0.001321
                    266,                0.73548,                0.45426,                0.93828,                0.84182,                  0.873,                 0.9122,                0.61863,                 1.1542,                0.62168,                 1.0664,               0.001288,               0.001288,               0.001288
                    267,                0.71992,                0.44637,                0.93696,                0.84209,                0.89075,                0.91134,                 0.6167,                 1.1546,                0.62165,                 1.0666,               0.001255,               0.001255,               0.001255
                    268,                0.72251,                0.44558,                0.93573,                0.84421,                0.87262,                0.91214,                0.61703,                 1.1541,                0.62123,                 1.0664,               0.001222,               0.001222,               0.001222
                    269,                0.71798,                0.44292,                0.93634,                0.84253,                0.89032,                0.90953,                0.61599,                  1.154,                0.62079,                 1.0666,               0.001189,               0.001189,               0.001189
                    270,                0.71462,                0.43983,                  0.938,                0.84106,                0.89073,                0.90923,                0.61563,                 1.1541,                0.62104,                 1.0668,               0.001156,               0.001156,               0.001156
                    271,                0.72542,                0.44513,                0.93923,                  0.842,                0.88878,                0.90922,                 0.6156,                 1.1544,                   0.62,                 1.0666,               0.001123,               0.001123,               0.001123
                    272,                0.72424,                0.44676,                0.93581,                0.84097,                0.88869,                0.90916,                0.61723,                 1.1545,                 0.6207,                 1.0666,                0.00109,                0.00109,                0.00109
                    273,                0.72088,                0.44054,                0.93455,                0.84149,                0.88821,                0.90867,                0.61711,                 1.1545,                0.62144,                 1.0666,               0.001057,               0.001057,               0.001057
                    274,                0.71127,                0.43961,                0.93552,                0.84189,                0.88771,                0.90871,                0.61592,                 1.1546,                0.62143,                  1.067,               0.001024,               0.001024,               0.001024
                    275,                0.70981,                0.43982,                 0.9359,                0.84212,                0.87428,                0.91033,                0.61626,                 1.1548,                0.62129,                 1.0668,               0.000991,               0.000991,               0.000991
                    276,                0.72228,                0.44365,                0.93537,                0.84162,                0.88823,                0.90793,                0.61576,                  1.154,                0.62128,                  1.067,               0.000958,               0.000958,               0.000958
                    277,                 0.7089,                0.43336,                0.93405,                0.84295,                0.87385,                0.90975,                0.61633,                 1.1543,                0.62305,                 1.0673,               0.000925,               0.000925,               0.000925
                    278,                0.71113,                0.43573,                0.93005,                0.84252,                0.88758,                 0.9092,                0.61588,                  1.154,                0.62296,                 1.0673,               0.000892,               0.000892,               0.000892
                    279,                0.71676,                 0.4347,                0.93689,                 0.8422,                0.88803,                0.90878,                0.61559,                  1.154,                0.62313,                 1.0673,               0.000859,               0.000859,               0.000859
                    280,                0.70757,                0.43377,                0.93016,                0.84126,                0.88661,                0.90864,                0.61582,                 1.1539,                0.62328,                 1.0675,               0.000826,               0.000826,               0.000826
                    281,                0.70906,                0.43623,                0.93091,                0.84217,                0.88748,                0.90702,                0.61558,                 1.1544,                0.62369,                 1.0676,               0.000793,               0.000793,               0.000793
                    282,                0.70316,                0.42973,                0.93294,                0.84376,                0.88719,                0.90889,                0.61614,                 1.1545,                0.62431,                 1.0678,                0.00076,                0.00076,                0.00076
                    283,                0.71322,                0.43446,                0.93001,                0.84437,                0.88728,                0.90719,                0.61567,                 1.1551,                0.62459,                 1.0679,               0.000727,               0.000727,               0.000727
                    284,                0.70169,                0.42972,                0.93236,                0.84195,                0.88491,                0.90712,                0.61672,                 1.1547,                0.62438,                 1.0679,               0.000694,               0.000694,               0.000694
                    285,                0.70498,                0.43134,                0.93413,                0.84427,                0.88679,                0.90607,                0.61587,                 1.1548,                0.62487,                 1.0682,               0.000661,               0.000661,               0.000661
                    286,                0.70393,                0.43025,                0.93093,                0.84288,                0.88538,                0.90625,                0.61552,                 1.1554,                0.62516,                 1.0684,               0.000628,               0.000628,               0.000628
                    287,                0.70103,                0.43052,                0.93106,                0.84317,                0.88513,                0.90635,                0.61602,                 1.1558,                0.62487,                 1.0684,               0.000595,               0.000595,               0.000595
                    288,                0.70169,                 0.4302,                0.93166,                0.84341,                0.88456,                0.90652,                0.61634,                 1.1556,                0.62506,                 1.0687,               0.000562,               0.000562,               0.000562
                    289,                0.69867,                0.42699,                0.92826,                0.84162,                 0.8901,                0.90594,                0.61549,                 1.1561,                0.62564,                 1.0689,               0.000529,               0.000529,               0.000529
                    290,                0.68808,                0.42259,                0.93176,                0.84097,                 0.8919,                0.90608,                0.61557,                 1.1562,                0.62551,                 1.0693,               0.000496,               0.000496,               0.000496
                    291,                0.70236,                0.42724,                0.92838,                0.84037,                0.89292,                0.90564,                0.61507,                 1.1557,                0.62629,                 1.0694,               0.000463,               0.000463,               0.000463
                    292,                0.69438,                0.42303,                0.92767,                0.83969,                0.89295,                0.90534,                0.61505,                 1.1569,                0.62644,                 1.0698,                0.00043,                0.00043,                0.00043
                    293,                0.68897,                0.42192,                0.92893,                0.83372,                0.89497,                0.90498,                0.61415,                 1.1563,                 0.6267,                 1.0699,               0.000397,               0.000397,               0.000397
                    294,                0.69283,                0.42514,                0.92778,                0.83694,                 0.8938,                0.90677,                0.61517,                 1.1568,                0.62629,                 1.0698,               0.000364,               0.000364,               0.000364
                    295,                0.69492,                0.42862,                0.92756,                0.83558,                0.89434,                0.90667,                0.61467,                  1.157,                0.62649,                 1.0701,               0.000331,               0.000331,               0.000331
                    296,                0.68911,                0.41713,                0.92795,                0.83327,                0.89373,                0.90395,                0.61199,                 1.1579,                0.62727,                 1.0707,               0.000298,               0.000298,               0.000298
                    297,                0.69105,                0.42299,                0.93092,                0.83327,                 0.8947,                0.90503,                0.61231,                 1.1575,                0.62672,                 1.0707,               0.000265,               0.000265,               0.000265
                    298,                0.68476,                0.41939,                0.92728,                0.83354,                0.89482,                0.90526,                0.61236,                 1.1578,                 0.6262,                 1.0703,               0.000232,               0.000232,               0.000232
                    299,                0.67976,                0.41469,                0.92515,                0.83515,                0.89492,                0.90536,                0.61296,                 1.1575,                0.62653,                 1.0705,               0.000199,               0.000199,               0.000199
                    300,                0.68586,                0.41657,                0.92818,                0.83414,                0.89527,                 0.9049,                0.61185,                  1.158,                 0.6266,                 1.0705,               0.000166,               0.000166,               0.000166
