                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.1426,                0.82651,                 1.1293,                0.73382,                0.67663,                0.75136,                0.46605,                 1.3161,                0.89489,                 1.1804,               0.009571,               0.009571,               0.009571
                     16,                 1.0885,                0.80177,                 1.1296,                0.72967,                0.72317,                0.75801,                0.47544,                 1.3092,                0.87534,                 1.1733,               0.009538,               0.009538,               0.009538
                     17,                 1.0812,                0.80246,                 1.1229,                 0.7175,                0.71998,                0.76463,                0.49094,                 1.2824,                0.83876,                 1.1703,               0.009505,               0.009505,               0.009505
                     18,                 1.0726,                0.78349,                 1.1192,                0.72579,                0.70953,                0.74209,                0.47737,                 1.2683,                0.82499,                 1.1411,               0.009472,               0.009472,               0.009472
                     19,                 1.0649,                0.79261,                 1.1191,                 0.6895,                0.71451,                0.74757,                0.47349,                 1.2888,                  0.874,                 1.1701,               0.009439,               0.009439,               0.009439
                     20,                 1.0592,                0.77898,                 1.1087,                0.68887,                0.74869,                0.74104,                0.48785,                 1.2539,                0.81115,                 1.1343,               0.009406,               0.009406,               0.009406
                     21,                 1.0496,                0.76592,                 1.1005,                0.69037,                0.73878,                0.76454,                0.48984,                 1.2439,                0.82087,                 1.1202,               0.009373,               0.009373,               0.009373
                     22,                 1.0466,                0.76011,                 1.0969,                 0.7177,                0.72538,                0.76134,                0.49213,                 1.2543,                0.82146,                 1.1394,                0.00934,                0.00934,                0.00934
                     23,                 1.0458,                 0.7613,                 1.0949,                0.70177,                0.75167,                0.75304,                0.50335,                 1.2304,                0.78077,                 1.1179,               0.009307,               0.009307,               0.009307
                     24,                 1.0411,                0.75009,                 1.0953,                0.75752,                 0.7281,                0.78029,                0.50611,                  1.231,                0.79802,                 1.1182,               0.009274,               0.009274,               0.009274
                     25,                 1.0365,                0.73963,                 1.0862,                0.72998,                0.73884,                0.77111,                0.50667,                 1.2122,                0.76829,                 1.1075,               0.009241,               0.009241,               0.009241
                     26,                 1.0355,                0.73593,                 1.0818,                 0.6876,                0.75336,                0.76305,                0.50145,                 1.2495,                0.80119,                 1.1073,               0.009208,               0.009208,               0.009208
                     27,                 1.0268,                0.72981,                 1.0823,                0.75387,                0.73651,                0.78317,                0.50845,                 1.2451,                0.77974,                 1.1247,               0.009175,               0.009175,               0.009175
                     28,                 1.0182,                0.71896,                 1.0737,                0.75465,                0.73646,                0.77843,                0.51357,                 1.2301,                0.74677,                 1.1009,               0.009142,               0.009142,               0.009142
                     29,                 1.0171,                0.72991,                 1.0815,                0.75748,                0.74028,                0.79182,                0.51889,                 1.2071,                  0.747,                 1.1084,               0.009109,               0.009109,               0.009109
                     30,                 1.0081,                0.71779,                 1.0705,                0.73765,                0.76578,                0.82402,                0.53073,                 1.2116,                0.75944,                 1.1123,               0.009076,               0.009076,               0.009076
                     31,                 1.0176,                0.72356,                 1.0732,                0.83279,                0.83911,                0.87151,                0.54732,                 1.2143,                0.73503,                 1.1106,               0.009043,               0.009043,               0.009043
                     32,                 1.0028,                0.71419,                 1.0702,                0.78882,                 0.8577,                0.85236,                0.54484,                 1.2037,                0.75504,                 1.1086,                0.00901,                0.00901,                0.00901
                     33,                 1.0055,                0.71456,                 1.0697,                0.79736,                0.80726,                0.84489,                0.55304,                  1.192,                0.73595,                 1.0917,               0.008977,               0.008977,               0.008977
                     34,                 1.0029,                 0.7161,                 1.0721,                 0.8248,                0.82003,                0.87543,                0.54493,                 1.2137,                0.73993,                 1.1062,               0.008944,               0.008944,               0.008944
                     35,                 1.0002,                0.71504,                 1.0707,                0.82763,                0.81711,                 0.8496,                0.54309,                 1.2016,                0.75783,                 1.0967,               0.008911,               0.008911,               0.008911
                     36,                0.99184,                0.69916,                  1.067,                0.81616,                0.82522,                0.88046,                0.55518,                 1.2212,                0.76149,                 1.1091,               0.008878,               0.008878,               0.008878
                     37,                 0.9847,                0.69964,                 1.0609,                0.86838,                0.80168,                0.88906,                0.54658,                 1.2094,                0.73716,                 1.1037,               0.008845,               0.008845,               0.008845
                     38,                0.98265,                0.69185,                 1.0571,                0.82399,                0.77248,                0.85483,                0.55347,                 1.1973,                0.72036,                 1.0939,               0.008812,               0.008812,               0.008812
                     39,                0.98599,                 0.6971,                 1.0595,                0.87879,                0.81463,                0.88947,                0.58044,                  1.177,                0.71815,                  1.077,               0.008779,               0.008779,               0.008779
                     40,                0.98808,                0.69129,                   1.06,                0.79261,                0.75742,                0.81862,                0.52907,                 1.2013,                0.72016,                 1.1024,               0.008746,               0.008746,               0.008746
                     41,                0.98839,                0.68695,                 1.0617,                0.81936,                0.87632,                0.89811,                0.56546,                 1.1831,                0.71293,                 1.0835,               0.008713,               0.008713,               0.008713
                     42,                0.96785,                 0.6818,                 1.0584,                0.77815,                0.88872,                0.90542,                0.57771,                 1.1767,                 0.7121,                 1.0822,                0.00868,                0.00868,                0.00868
                     43,                0.96451,                0.67633,                 1.0553,                0.83264,                0.87607,                0.90979,                0.58061,                 1.1845,                0.70443,                 1.0856,               0.008647,               0.008647,               0.008647
                     44,                0.96746,                0.67694,                 1.0563,                0.80977,                0.81537,                0.87274,                0.56175,                 1.1833,                0.70633,                 1.0827,               0.008614,               0.008614,               0.008614
                     45,                0.96632,                0.67275,                  1.052,                0.80419,                0.85066,                0.88192,                0.57328,                 1.1827,                0.69626,                 1.0767,               0.008581,               0.008581,               0.008581
                     46,                0.96702,                0.67242,                 1.0553,                0.79721,                0.88502,                0.91008,                0.58889,                 1.1764,                0.68194,                 1.0758,               0.008548,               0.008548,               0.008548
                     47,                0.97021,                0.67665,                 1.0548,                0.78271,                0.89136,                0.86363,                0.54447,                 1.1864,                0.69684,                 1.0804,               0.008515,               0.008515,               0.008515
                     48,                0.96942,                0.67135,                 1.0545,                0.84224,                0.87006,                0.91138,                0.58725,                 1.1752,                0.69709,                 1.0797,               0.008482,               0.008482,               0.008482
                     49,                0.96888,                0.67058,                  1.051,                0.88131,                0.81171,                0.90587,                0.59659,                 1.1775,                0.68026,                 1.0773,               0.008449,               0.008449,               0.008449
                     50,                0.95508,                0.65882,                 1.0487,                0.86257,                0.87379,                0.90952,                0.58395,                 1.1954,                0.69478,                 1.0836,               0.008416,               0.008416,               0.008416
                     51,                0.96418,                0.67549,                 1.0496,                0.82794,                0.87519,                0.90317,                0.56621,                 1.1856,                0.68938,                 1.0822,               0.008383,               0.008383,               0.008383
                     52,                  0.961,                0.66589,                 1.0459,                0.80489,                0.88357,                0.89108,                0.59088,                 1.1752,                0.68733,                 1.0762,                0.00835,                0.00835,                0.00835
                     53,                0.95833,                0.66162,                  1.044,                0.83326,                0.83849,                0.89555,                0.58817,                 1.1759,                0.68052,                 1.0749,               0.008317,               0.008317,               0.008317
                     54,                0.96276,                0.65717,                 1.0499,                0.82165,                0.88847,                0.90019,                 0.5839,                 1.1781,                0.68891,                 1.0741,               0.008284,               0.008284,               0.008284
                     55,                0.95908,                0.66417,                 1.0457,                0.83559,                0.88244,                0.90569,                0.59937,                 1.1692,                0.68962,                 1.0657,               0.008251,               0.008251,               0.008251
                     56,                0.96261,                0.66224,                 1.0451,                0.84331,                0.85919,                0.90581,                0.59152,                 1.1654,                0.67492,                 1.0677,               0.008218,               0.008218,               0.008218
                     57,                0.95855,                0.66078,                  1.043,                0.85266,                0.83121,                0.89197,                0.59055,                 1.1669,                0.67219,                 1.0708,               0.008185,               0.008185,               0.008185
                     58,                0.94957,                0.65338,                  1.039,                0.83023,                 0.8951,                0.91035,                0.59264,                 1.1612,                0.66361,                 1.0576,               0.008152,               0.008152,               0.008152
                     59,                0.95068,                0.64493,                 1.0424,                0.81382,                0.87627,                0.90916,                0.59857,                 1.1666,                0.66446,                 1.0627,               0.008119,               0.008119,               0.008119
                     60,                 0.9479,                0.65144,                 1.0424,                0.81838,                0.88471,                0.91063,                0.58992,                 1.1646,                0.66323,                 1.0585,               0.008086,               0.008086,               0.008086
                     61,                0.95497,                0.65074,                 1.0422,                0.83965,                0.91091,                0.93082,                0.61898,                 1.1574,                0.65469,                 1.0597,               0.008053,               0.008053,               0.008053
                     62,                0.92819,                0.64209,                 1.0366,                0.90206,                0.87829,                0.92607,                0.60472,                 1.1585,                0.67816,                 1.0591,                0.00802,                0.00802,                0.00802
                     63,                0.95122,                0.64794,                 1.0357,                0.84805,                 0.8954,                0.92137,                0.60617,                 1.1567,                0.67518,                 1.0535,               0.007987,               0.007987,               0.007987
                     64,                0.94591,                0.64399,                 1.0395,                0.83915,                0.86122,                0.90914,                0.59703,                 1.1567,                0.67524,                 1.0568,               0.007954,               0.007954,               0.007954
                     65,                0.94089,                0.64663,                 1.0328,                0.86017,                 0.8621,                0.91141,                0.59705,                  1.161,                0.65999,                 1.0575,               0.007921,               0.007921,               0.007921
                     66,                0.93721,                0.63995,                  1.033,                0.82323,                0.89261,                0.90985,                0.59683,                 1.1692,                0.66215,                 1.0647,               0.007888,               0.007888,               0.007888
                     67,                0.93252,                0.63621,                 1.0318,                0.83662,                0.87038,                0.91286,                 0.5977,                 1.1628,                0.66859,                 1.0593,               0.007855,               0.007855,               0.007855
                     68,                0.94294,                0.64145,                 1.0357,                0.81929,                0.87963,                0.90938,                0.59683,                 1.1628,                0.66944,                 1.0615,               0.007822,               0.007822,               0.007822
                     69,                0.93528,                0.64116,                 1.0346,                0.85583,                0.88088,                0.91933,                0.59927,                 1.1654,                0.65668,                 1.0621,               0.007789,               0.007789,               0.007789
                     70,                0.93208,                0.63218,                 1.0311,                 0.8425,                0.87922,                0.91014,                0.60575,                 1.1631,                0.66352,                 1.0631,               0.007756,               0.007756,               0.007756
                     71,                0.93587,                0.63677,                 1.0348,                0.82562,                0.89553,                0.90215,                0.59001,                 1.1647,                0.65759,                 1.0648,               0.007723,               0.007723,               0.007723
                     72,                0.93633,                0.64147,                 1.0338,                0.86173,                0.87668,                0.92382,                0.60532,                 1.1583,                0.65916,                 1.0611,                0.00769,                0.00769,                0.00769
                     73,                0.93481,                0.63431,                 1.0289,                0.84098,                0.89094,                0.91798,                 0.6071,                 1.1577,                0.65735,                 1.0598,               0.007657,               0.007657,               0.007657
                     74,                0.92223,                0.62599,                 1.0301,                 0.8659,                0.86948,                0.91725,                0.60218,                 1.1564,                0.65798,                  1.061,               0.007624,               0.007624,               0.007624
                     75,                0.92682,                0.62567,                 1.0279,                0.85111,                0.87622,                0.91895,                0.60928,                 1.1519,                0.65362,                  1.059,               0.007591,               0.007591,               0.007591
                     76,                0.92538,                0.62593,                 1.0274,                0.84669,                0.87772,                0.91394,                0.61009,                 1.1599,                0.65302,                 1.0636,               0.007558,               0.007558,               0.007558
                     77,                0.93402,                0.62944,                 1.0272,                0.83765,                0.89156,                0.91401,                0.61058,                 1.1596,                 0.6536,                 1.0632,               0.007525,               0.007525,               0.007525
                     78,                0.92952,                0.62685,                 1.0262,                0.85467,                0.86577,                 0.9163,                0.60894,                 1.1585,                0.65156,                 1.0593,               0.007492,               0.007492,               0.007492
                     79,                0.92592,                0.62368,                 1.0255,                0.83875,                0.87387,                0.91612,                0.60509,                  1.155,                0.64935,                 1.0551,               0.007459,               0.007459,               0.007459
                     80,                0.92487,                 0.6222,                 1.0271,                0.85679,                  0.857,                0.91768,                0.60828,                 1.1563,                0.65641,                 1.0563,               0.007426,               0.007426,               0.007426
                     81,                0.92072,                0.62308,                 1.0263,                0.84569,                0.86017,                0.91722,                0.60642,                 1.1584,                0.65276,                 1.0575,               0.007393,               0.007393,               0.007393
                     82,                0.92066,                0.61803,                 1.0214,                 0.8362,                0.88767,                0.91459,                 0.6126,                 1.1598,                0.64642,                 1.0583,                0.00736,                0.00736,                0.00736
                     83,                0.92053,                0.62481,                 1.0264,                0.83519,                0.88702,                0.91312,                 0.6155,                 1.1567,                0.65133,                 1.0536,               0.007327,               0.007327,               0.007327
                     84,                0.91623,                0.61246,                 1.0241,                0.83389,                 0.8938,                0.91263,                 0.6153,                 1.1571,                0.65145,                 1.0523,               0.007294,               0.007294,               0.007294
                     85,                0.92454,                0.62442,                 1.0221,                0.84305,                0.88734,                0.91364,                0.61633,                 1.1551,                0.64888,                 1.0508,               0.007261,               0.007261,               0.007261
                     86,                0.92272,                 0.6217,                 1.0192,                 0.8299,                0.88624,                0.91431,                0.61883,                 1.1522,                0.64511,                   1.05,               0.007228,               0.007228,               0.007228
                     87,                0.91134,                0.60565,                 1.0201,                0.83259,                0.87265,                0.91379,                0.61535,                 1.1536,                0.64424,                 1.0516,               0.007195,               0.007195,               0.007195
                     88,                0.91855,                0.60974,                 1.0216,                0.82603,                0.88511,                0.90864,                0.61296,                 1.1517,                0.63952,                 1.0522,               0.007162,               0.007162,               0.007162
                     89,                0.91603,                0.61421,                  1.019,                0.80731,                0.90437,                0.89234,                0.60011,                 1.1535,                0.63776,                 1.0534,               0.007129,               0.007129,               0.007129
                     90,                0.90876,                0.60782,                 1.0192,                0.82328,                0.88794,                0.91537,                0.60913,                 1.1553,                0.63479,                 1.0553,               0.007096,               0.007096,               0.007096
                     91,                0.91656,                0.61107,                 1.0173,                0.82858,                0.87905,                0.91769,                0.61739,                 1.1558,                0.63509,                 1.0576,               0.007063,               0.007063,               0.007063
                     92,                0.90765,                0.60578,                 1.0141,                0.83105,                0.87786,                 0.9172,                0.61959,                 1.1565,                0.63878,                 1.0579,                0.00703,                0.00703,                0.00703
                     93,                0.91679,                0.61371,                  1.022,                0.83121,                0.88714,                0.91486,                0.61595,                 1.1566,                0.64187,                 1.0578,               0.006997,               0.006997,               0.006997
                     94,                0.91187,                0.60648,                 1.0152,                0.83099,                0.88677,                0.91565,                 0.6127,                 1.1564,                0.64364,                 1.0564,               0.006964,               0.006964,               0.006964
                     95,                0.91476,                0.61271,                 1.0182,                0.82625,                0.88509,                0.91681,                0.61137,                 1.1547,                0.64165,                 1.0556,               0.006931,               0.006931,               0.006931
                     96,                 0.9004,                0.60638,                 1.0171,                0.82909,                0.88984,                0.91766,                0.61228,                 1.1565,                0.64256,                 1.0578,               0.006898,               0.006898,               0.006898
                     97,                0.90231,                 0.6014,                 1.0107,                0.82842,                0.88467,                0.91813,                0.61332,                 1.1545,                0.64011,                 1.0569,               0.006865,               0.006865,               0.006865
                     98,                0.90514,                0.60219,                 1.0136,                0.81804,                0.88844,                0.91886,                0.61213,                 1.1527,                0.64109,                  1.055,               0.006832,               0.006832,               0.006832
                     99,                0.91563,                0.61072,                 1.0161,                0.81847,                0.89009,                0.91786,                0.61383,                 1.1519,                0.64052,                 1.0527,               0.006799,               0.006799,               0.006799
                    100,                0.90243,                0.59856,                  1.011,                0.82199,                0.88885,                0.91654,                0.61304,                 1.1523,                0.63855,                  1.052,               0.006766,               0.006766,               0.006766
                    101,                0.90331,                0.59762,                 1.0109,                0.82845,                  0.884,                0.91825,                0.61704,                 1.1508,                0.63621,                 1.0507,               0.006733,               0.006733,               0.006733
                    102,                0.90401,                0.60156,                 1.0107,                0.82921,                0.88686,                0.91819,                0.61872,                 1.1496,                0.63537,                 1.0494,                 0.0067,                 0.0067,                 0.0067
                    103,                0.89589,                0.59267,                 1.0103,                 0.8331,                0.88534,                0.91827,                0.62036,                 1.1495,                0.63357,                 1.0489,               0.006667,               0.006667,               0.006667
                    104,                0.89672,                0.59348,                 1.0082,                0.83276,                0.88184,                0.91873,                0.62316,                  1.148,                0.63226,                 1.0478,               0.006634,               0.006634,               0.006634
                    105,                0.90194,                0.59776,                 1.0129,                 0.8317,                0.88322,                0.92024,                0.62222,                 1.1471,                0.63158,                 1.0475,               0.006601,               0.006601,               0.006601
                    106,                0.88896,                0.58981,                 1.0074,                0.83295,                0.87805,                0.91747,                  0.622,                 1.1478,                 0.6325,                 1.0479,               0.006568,               0.006568,               0.006568
                    107,                 0.8917,                0.58867,                  1.003,                0.83744,                0.87859,                0.91837,                0.62237,                 1.1479,                0.63093,                 1.0485,               0.006535,               0.006535,               0.006535
                    108,                0.89447,                0.59106,                 1.0065,                0.83674,                0.88861,                0.92142,                0.62055,                 1.1492,                0.63103,                 1.0498,               0.006502,               0.006502,               0.006502
                    109,                0.89032,                0.59238,                   1.01,                0.83601,                 0.8912,                0.92126,                0.61989,                 1.1487,                0.62986,                 1.0498,               0.006469,               0.006469,               0.006469
                    110,                0.89309,                 0.5915,                 1.0069,                 0.8335,                0.89374,                0.91877,                0.61788,                 1.1485,                0.63055,                 1.0503,               0.006436,               0.006436,               0.006436
                    111,                0.89621,                0.59063,                 1.0066,                0.83527,                0.89232,                0.92259,                0.61792,                 1.1489,                0.62882,                 1.0505,               0.006403,               0.006403,               0.006403
                    112,                 0.8906,                0.58461,                 1.0037,                0.83207,                0.89198,                0.92226,                0.61844,                 1.1495,                0.62877,                 1.0514,                0.00637,                0.00637,                0.00637
                    113,                0.89276,                0.58502,                 1.0054,                0.83223,                0.89109,                0.92228,                0.61864,                 1.1489,                0.62795,                 1.0513,               0.006337,               0.006337,               0.006337
                    114,                0.89284,                0.59199,                0.99923,                0.83132,                0.88799,                0.92159,                  0.619,                 1.1487,                0.62638,                 1.0516,               0.006304,               0.006304,               0.006304
                    115,                0.88772,                0.59029,                 1.0055,                0.83088,                0.88886,                0.92333,                0.61966,                 1.1491,                0.62719,                 1.0514,               0.006271,               0.006271,               0.006271
                    116,                0.88644,                0.58333,                 1.0001,                0.83259,                 0.8877,                0.92298,                0.61994,                 1.1492,                0.62689,                 1.0513,               0.006238,               0.006238,               0.006238
                    117,                0.88316,                0.57908,                 1.0039,                0.84097,                0.88685,                0.92333,                0.62106,                 1.1484,                0.62783,                 1.0502,               0.006205,               0.006205,               0.006205
                    118,                 0.8832,                0.58848,                 1.0038,                0.83684,                0.88956,                0.92227,                0.61937,                 1.1483,                0.62721,                 1.0504,               0.006172,               0.006172,               0.006172
                    119,                0.87331,                0.57259,                0.99511,                 0.8374,                0.89092,                0.92253,                0.61971,                 1.1478,                0.62558,                   1.05,               0.006139,               0.006139,               0.006139
                    120,                0.87931,                0.57861,                 1.0023,                0.83755,                0.89301,                0.92274,                0.61906,                 1.1485,                0.62541,                 1.0506,               0.006106,               0.006106,               0.006106
                    121,                0.88124,                0.58139,                 1.0016,                 0.8351,                0.89612,                0.92361,                0.61958,                 1.1488,                0.62494,                 1.0511,               0.006073,               0.006073,               0.006073
                    122,                0.87598,                0.57731,                0.99942,                0.83609,                0.89597,                0.92366,                0.61888,                 1.1487,                0.62466,                 1.0519,                0.00604,                0.00604,                0.00604
                    123,                0.88303,                0.57875,                 1.0027,                0.83649,                0.89544,                0.92257,                0.61909,                 1.1484,                0.62371,                 1.0524,               0.006007,               0.006007,               0.006007
                    124,                0.87047,                0.57925,                0.99904,                0.83772,                0.89426,                0.92293,                0.61871,                 1.1486,                0.62363,                 1.0528,               0.005974,               0.005974,               0.005974
                    125,                 0.8728,                0.57906,                0.99623,                0.83911,                0.89524,                0.92379,                0.61953,                 1.1486,                0.62371,                 1.0529,               0.005941,               0.005941,               0.005941
                    126,                0.87471,                0.57774,                 0.9942,                0.83661,                0.89493,                0.92335,                0.61915,                 1.1482,                0.62295,                 1.0525,               0.005908,               0.005908,               0.005908
                    127,                0.87204,                 0.5734,                0.99929,                0.83866,                0.89193,                 0.9233,                0.61888,                  1.148,                0.62384,                 1.0524,               0.005875,               0.005875,               0.005875
                    128,                0.86491,                0.57332,                0.99606,                0.83996,                0.89282,                0.92356,                0.61867,                 1.1482,                0.62369,                 1.0521,               0.005842,               0.005842,               0.005842
                    129,                0.86867,                0.56801,                0.99503,                0.83991,                0.88902,                0.92354,                0.61848,                 1.1479,                0.62331,                 1.0522,               0.005809,               0.005809,               0.005809
                    130,                   0.87,                0.57687,                0.99569,                0.83764,                0.89298,                 0.9237,                0.61915,                 1.1477,                0.62336,                 1.0521,               0.005776,               0.005776,               0.005776
                    131,                0.86453,                0.56888,                0.99476,                0.83982,                0.88319,                0.92349,                0.61882,                 1.1479,                0.62411,                 1.0526,               0.005743,               0.005743,               0.005743
                    132,                0.88134,                0.58115,                0.99899,                0.83557,                0.88357,                 0.9234,                0.61791,                 1.1483,                0.62352,                 1.0526,                0.00571,                0.00571,                0.00571
                    133,                 0.8666,                0.57035,                0.99595,                0.83609,                0.88896,                0.92378,                0.61773,                 1.1484,                0.62378,                 1.0527,               0.005677,               0.005677,               0.005677
                    134,                 0.8654,                 0.5683,                0.99342,                0.83715,                0.88669,                0.92333,                0.61734,                 1.1482,                0.62414,                 1.0528,               0.005644,               0.005644,               0.005644
                    135,                0.86468,                0.56164,                0.99601,                0.83772,                0.88892,                0.92238,                0.61667,                 1.1484,                0.62383,                 1.0526,               0.005611,               0.005611,               0.005611
                    136,                0.87051,                0.56968,                0.99453,                0.83762,                0.88606,                0.92303,                0.61776,                 1.1483,                0.62424,                 1.0531,               0.005578,               0.005578,               0.005578
                    137,                0.86571,                0.55954,                0.99433,                0.83571,                0.88603,                0.92289,                 0.6177,                  1.147,                0.62309,                 1.0519,               0.005545,               0.005545,               0.005545
                    138,                0.85775,                0.56518,                0.99533,                0.83404,                0.88215,                0.92375,                0.61801,                 1.1466,                0.62256,                 1.0517,               0.005512,               0.005512,               0.005512
                    139,                0.86917,                0.57308,                0.99244,                0.83463,                0.88279,                0.92376,                0.61792,                 1.1472,                0.62242,                  1.052,               0.005479,               0.005479,               0.005479
                    140,                0.85841,                0.56069,                 0.9892,                0.83435,                0.88487,                0.92352,                0.61886,                 1.1474,                0.62277,                 1.0521,               0.005446,               0.005446,               0.005446
                    141,                0.85908,                0.55777,                0.99151,                0.83383,                0.88375,                0.92297,                 0.6181,                 1.1471,                 0.6221,                 1.0521,               0.005413,               0.005413,               0.005413
                    142,                0.86409,                0.56431,                 0.9933,                0.83439,                0.88532,                0.92257,                   0.62,                 1.1469,                0.62231,                  1.052,                0.00538,                0.00538,                0.00538
                    143,                0.85751,                0.55777,                0.99075,                0.83432,                0.88526,                0.92302,                0.62034,                 1.1474,                0.62151,                 1.0528,               0.005347,               0.005347,               0.005347
                    144,                 0.8547,                0.55467,                0.98703,                0.84145,                0.88232,                0.92307,                0.61991,                 1.1469,                0.62162,                 1.0518,               0.005314,               0.005314,               0.005314
                    145,                0.86201,                0.55866,                0.98981,                0.84383,                0.88239,                0.92328,                0.61875,                 1.1472,                0.62195,                 1.0525,               0.005281,               0.005281,               0.005281
                    146,                0.85552,                0.55966,                0.99148,                0.84392,                0.88233,                0.92269,                0.61956,                 1.1472,                0.62151,                 1.0524,               0.005248,               0.005248,               0.005248
                    147,                  0.854,                0.54977,                 0.9849,                0.83653,                 0.8835,                0.92247,                0.61981,                 1.1472,                0.62093,                 1.0528,               0.005215,               0.005215,               0.005215
                    148,                0.85347,                0.55986,                0.98915,                0.83639,                0.88383,                0.92288,                0.61924,                 1.1475,                0.62108,                 1.0526,               0.005182,               0.005182,               0.005182
                    149,                0.84411,                0.55129,                0.99092,                0.84778,                0.88063,                0.92381,                0.61917,                 1.1479,                0.62136,                 1.0529,               0.005149,               0.005149,               0.005149
                    150,                0.84386,                0.54812,                0.98773,                 0.8534,                 0.8807,                0.92361,                0.61946,                 1.1486,                 0.6221,                 1.0531,               0.005116,               0.005116,               0.005116
                    151,                0.84326,                0.55185,                0.98919,                0.85232,                0.88065,                0.92321,                0.61951,                  1.148,                0.62177,                 1.0535,               0.005083,               0.005083,               0.005083
                    152,                0.85142,                0.54835,                0.98924,                0.86251,                0.88026,                0.92392,                0.62016,                 1.1476,                0.62137,                 1.0529,                0.00505,                0.00505,                0.00505
                    153,                0.84873,                0.55427,                 0.9876,                0.85843,                0.87986,                0.92397,                0.61985,                 1.1481,                0.62103,                 1.0529,               0.005017,               0.005017,               0.005017
                    154,                 0.8435,                0.54485,                0.98556,                 0.8521,                 0.8806,                0.92447,                0.62002,                 1.1484,                0.62053,                 1.0532,               0.004984,               0.004984,               0.004984
                    155,                 0.8502,                0.54831,                0.98452,                 0.8527,                0.88044,                0.92419,                0.62009,                 1.1488,                0.62063,                 1.0536,               0.004951,               0.004951,               0.004951
                    156,                0.85063,                0.55424,                0.98394,                0.85097,                0.88073,                0.92346,                0.61968,                 1.1491,                0.62118,                 1.0534,               0.004918,               0.004918,               0.004918
                    157,                0.84486,                 0.5422,                 0.9836,                0.85167,                0.88057,                0.92459,                0.62125,                 1.1491,                0.62127,                 1.0535,               0.004885,               0.004885,               0.004885
                    158,                0.84621,                0.54608,                0.97965,                0.85131,                 0.8783,                0.92331,                0.62011,                 1.1486,                0.62168,                 1.0531,               0.004852,               0.004852,               0.004852
                    159,                0.83673,                 0.5437,                 0.9833,                0.85509,                0.87791,                0.92355,                0.61965,                 1.1485,                0.62168,                 1.0528,               0.004819,               0.004819,               0.004819
                    160,                0.84359,                0.54611,                0.98499,                0.85674,                0.87228,                0.92404,                0.62068,                  1.149,                0.62168,                 1.0529,               0.004786,               0.004786,               0.004786
