                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.86957,                0.55843,                0.98916,                 0.7305,                0.75496,                0.77968,                0.54091,                 1.1438,                0.63381,                 1.0075,               0.004852,               0.004852,               0.004852
                    159,                 0.8733,                0.56144,                0.99247,                0.71396,                0.76112,                0.77478,                0.53916,                 1.1425,                0.63381,                 1.0064,               0.004819,               0.004819,               0.004819
                    160,                 0.8844,                0.56273,                0.99297,                0.70365,                0.76012,                0.77034,                 0.5372,                 1.1475,                0.63295,                  1.008,               0.004786,               0.004786,               0.004786
                    161,                0.87693,                 0.5577,                0.99281,                0.70349,                  0.761,                0.77149,                0.53477,                 1.1461,                0.62977,                 1.0086,               0.004753,               0.004753,               0.004753
                    162,                0.86198,                0.55204,                0.98879,                0.70513,                 0.7664,                0.77487,                 0.5372,                 1.1444,                0.62743,                 1.0065,                0.00472,                0.00472,                0.00472
                    163,                0.87032,                0.56121,                0.99333,                0.87389,                0.71154,                0.77367,                0.53704,                 1.1434,                0.62968,                 1.0056,               0.004687,               0.004687,               0.004687
                    164,                0.87858,                0.55693,                0.99316,                0.87746,                0.71033,                0.77243,                0.53507,                  1.144,                0.63044,                 1.0071,               0.004654,               0.004654,               0.004654
                    165,                 0.8785,                0.56355,                0.99454,                0.88904,                0.70589,                0.77609,                0.53736,                 1.1424,                 0.6271,                 1.0071,               0.004621,               0.004621,               0.004621
                    166,                0.87232,                0.55715,                0.99551,                0.69467,                 0.7799,                0.77515,                0.53777,                 1.1428,                0.63073,                 1.0099,               0.004588,               0.004588,               0.004588
                    167,                0.86933,                0.55757,                0.98023,                0.72083,                0.75632,                 0.7759,                0.53901,                 1.1463,                0.63338,                 1.0092,               0.004555,               0.004555,               0.004555
                    168,                 0.8517,                0.54777,                0.98744,                0.71517,                0.76546,                0.77948,                0.54239,                 1.1465,                0.62906,                 1.0082,               0.004522,               0.004522,               0.004522
                    169,                0.87688,                 0.5574,                 0.9911,                0.70737,                0.76952,                0.77916,                0.54131,                 1.1451,                0.62921,                 1.0071,               0.004489,               0.004489,               0.004489
                    170,                0.87424,                0.55662,                0.98897,                 0.8796,                0.71402,                0.78018,                0.54036,                 1.1442,                0.63117,                 1.0084,               0.004456,               0.004456,               0.004456
                    171,                0.86308,                0.55684,                0.99204,                0.89624,                 0.7082,                0.77895,                0.54022,                 1.1431,                0.62562,                 1.0065,               0.004423,               0.004423,               0.004423
                    172,                0.86732,                0.55491,                0.98538,                0.91284,                0.71237,                0.78218,                0.54161,                 1.1412,                0.62595,                 1.0057,                0.00439,                0.00439,                0.00439
                    173,                0.86489,                0.55761,                0.99165,                0.69742,                0.78966,                0.78077,                 0.5435,                 1.1431,                0.62825,                 1.0043,               0.004357,               0.004357,               0.004357
                    174,                0.87759,                 0.5641,                0.98601,                0.71258,                0.77726,                0.78308,                 0.5426,                 1.1461,                0.63321,                 1.0066,               0.004324,               0.004324,               0.004324
                    175,                 0.8596,                0.55039,                0.98371,                0.70943,                0.78166,                0.78044,                0.54148,                 1.1437,                0.63393,                 1.0062,               0.004291,               0.004291,               0.004291
                    176,                0.85965,                0.54357,                 0.9874,                0.89293,                0.71456,                0.78124,                0.54074,                  1.143,                0.63323,                 1.0074,               0.004258,               0.004258,               0.004258
                    177,                0.86297,                   0.56,                0.99247,                0.69614,                0.79106,                 0.7797,                0.54014,                 1.1431,                0.63191,                 1.0073,               0.004225,               0.004225,               0.004225
                    178,                0.86296,                0.53988,                0.98293,                0.71383,                0.76318,                0.77775,                0.53986,                 1.1439,                0.63029,                 1.0074,               0.004192,               0.004192,               0.004192
                    179,                0.86297,                0.54901,                0.98833,                0.69608,                0.78525,                0.77938,                0.54011,                 1.1449,                0.63035,                 1.0082,               0.004159,               0.004159,               0.004159
                    180,                0.84513,                0.53785,                0.98536,                0.71956,                0.75567,                0.77865,                0.54116,                 1.1452,                 0.6333,                 1.0074,               0.004126,               0.004126,               0.004126
                    181,                0.85532,                0.53942,                0.98271,                0.72211,                0.75856,                 0.7827,                0.54434,                 1.1422,                 0.6321,                 1.0057,               0.004093,               0.004093,               0.004093
                    182,                0.87051,                0.55096,                0.98477,                  0.894,                0.71533,                0.78336,                0.54404,                 1.1415,                0.63262,                 1.0068,                0.00406,                0.00406,                0.00406
                    183,                0.86896,                 0.5503,                0.98691,                0.89682,                0.71366,                0.78419,                0.54529,                 1.1437,                0.63339,                 1.0076,               0.004027,               0.004027,               0.004027
                    184,                0.85458,                0.53658,                0.98147,                 0.6992,                0.79091,                0.78395,                0.54454,                 1.1441,                0.63309,                 1.0073,               0.003994,               0.003994,               0.003994
                    185,                0.85271,                0.54207,                0.98607,                0.89137,                0.71853,                0.78198,                0.54117,                  1.145,                0.63418,                 1.0078,               0.003961,               0.003961,               0.003961
                    186,                0.85013,                0.54546,                0.97646,                0.70161,                0.77351,                0.77804,                0.54033,                  1.145,                0.63014,                 1.0085,               0.003928,               0.003928,               0.003928
                    187,                0.85854,                0.54267,                0.98501,                0.69027,                0.79394,                0.77742,                0.54097,                 1.1428,                0.62724,                 1.0072,               0.003895,               0.003895,               0.003895
                    188,                0.85631,                0.54276,                0.98562,                0.89585,                0.70984,                 0.7785,                0.54188,                 1.1427,                0.62711,                 1.0067,               0.003862,               0.003862,               0.003862
                    189,                0.85383,                0.53827,                0.97999,                0.68648,                    0.8,                0.77597,                0.53994,                 1.1414,                0.62812,                 1.0072,               0.003829,               0.003829,               0.003829
                    190,                0.85791,                0.54379,                0.97692,                0.68836,                0.79246,                0.77708,                 0.5403,                 1.1421,                0.62441,                 1.0061,               0.003796,               0.003796,               0.003796
                    191,                0.85081,                0.53228,                0.98035,                0.69093,                0.79108,                0.77371,                0.53596,                  1.141,                0.61982,                 1.0051,               0.003763,               0.003763,               0.003763
                    192,                0.83562,                0.52655,                0.98021,                 0.6861,                0.78372,                 0.7725,                0.53735,                 1.1389,                0.61677,                 1.0049,                0.00373,                0.00373,                0.00373
                    193,                 0.8515,                0.53519,                0.97521,                 0.6939,                 0.7788,                0.77327,                0.53967,                 1.1412,                0.61841,                  1.007,               0.003697,               0.003697,               0.003697
                    194,                0.84717,                0.53554,                0.98124,                0.69171,                0.77764,                0.77161,                0.53839,                 1.1417,                0.61795,                  1.008,               0.003664,               0.003664,               0.003664
                    195,                0.83932,                 0.5283,                0.98077,                0.70308,                0.77846,                0.77151,                0.53719,                 1.1445,                0.61852,                 1.0079,               0.003631,               0.003631,               0.003631
                    196,                 0.8639,                0.54355,                0.98242,                 0.7045,                0.77919,                 0.7732,                0.53789,                  1.146,                0.62075,                 1.0085,               0.003598,               0.003598,               0.003598
                    197,                0.85718,                0.54029,                0.98102,                 0.7137,                0.77056,                0.77353,                0.53918,                 1.1459,                0.62266,                 1.0083,               0.003565,               0.003565,               0.003565
                    198,                0.86251,                0.54281,                0.97988,                 0.7199,                0.76374,                0.77204,                0.53828,                 1.1449,                0.62103,                 1.0083,               0.003532,               0.003532,               0.003532
                    199,                0.83848,                0.53258,                0.97913,                0.73415,                0.75355,                0.77685,                0.54134,                 1.1457,                0.62307,                 1.0076,               0.003499,               0.003499,               0.003499
                    200,                0.84297,                0.53023,                0.98194,                0.73309,                 0.7572,                0.77927,                0.54074,                 1.1456,                0.62267,                 1.0072,               0.003466,               0.003466,               0.003466
                    201,                 0.8662,                0.53965,                0.98315,                0.74236,                0.75167,                0.77872,                0.54169,                  1.144,                0.62249,                 1.0064,               0.003433,               0.003433,               0.003433
                    202,                  0.837,                 0.5262,                0.97388,                  0.737,                0.75049,                0.77725,                0.54084,                 1.1449,                 0.6217,                 1.0071,                 0.0034,                 0.0034,                 0.0034
                    203,                0.84147,                0.52951,                0.97757,                0.73458,                0.75285,                0.77788,                0.54043,                 1.1444,                0.62231,                 1.0066,               0.003367,               0.003367,               0.003367
                    204,                0.83127,                0.51401,                0.97941,                0.73212,                0.74944,                0.77711,                0.53978,                 1.1462,                0.61934,                 1.0075,               0.003334,               0.003334,               0.003334
                    205,                0.83889,                0.51995,                0.97389,                0.70385,                0.78843,                0.77747,                0.54093,                 1.1442,                0.61779,                 1.0065,               0.003301,               0.003301,               0.003301
                    206,                0.85416,                0.52639,                0.97388,                0.70227,                0.78982,                0.77627,                0.53942,                 1.1438,                0.61582,                 1.0059,               0.003268,               0.003268,               0.003268
                    207,                0.83621,                0.52402,                0.97415,                0.69949,                 0.7841,                0.77494,                 0.5393,                 1.1432,                0.61688,                 1.0058,               0.003235,               0.003235,               0.003235
                    208,                0.82928,                0.52383,                0.97452,                0.69969,                0.78148,                0.77261,                0.53799,                 1.1435,                0.61694,                 1.0056,               0.003202,               0.003202,               0.003202
                    209,                0.82778,                0.52378,                0.97055,                0.69423,                0.78102,                0.77246,                0.53731,                 1.1438,                0.61688,                 1.0053,               0.003169,               0.003169,               0.003169
                    210,                0.85567,                0.53387,                0.97337,                0.69465,                0.78835,                0.77183,                0.53884,                 1.1438,                0.61539,                 1.0054,               0.003136,               0.003136,               0.003136
                    211,                 0.8222,                0.51932,                0.97584,                0.69708,                0.78699,                0.77414,                0.54002,                 1.1412,                0.61375,                 1.0045,               0.003103,               0.003103,               0.003103
                    212,                0.82458,                0.51393,                0.97011,                0.70171,                0.78674,                0.77256,                0.53991,                 1.1405,                0.61346,                  1.004,                0.00307,                0.00307,                0.00307
                    213,                0.83675,                0.51574,                0.97176,                0.70496,                0.78717,                0.77596,                0.53878,                 1.1408,                0.61322,                 1.0039,               0.003037,               0.003037,               0.003037
                    214,                0.82867,                0.51512,                0.97224,                0.70465,                0.78696,                0.77662,                0.53932,                 1.1398,                0.61233,                 1.0032,               0.003004,               0.003004,               0.003004
                    215,                0.82919,                0.51734,                0.96949,                0.70521,                0.78227,                 0.7767,                0.53982,                 1.1414,                 0.6126,                 1.0036,               0.002971,               0.002971,               0.002971
                    216,                0.84496,                 0.5274,                0.97758,                0.70579,                0.77946,                0.77503,                0.53955,                 1.1421,                0.61207,                 1.0037,               0.002938,               0.002938,               0.002938
                    217,                0.83027,                0.51901,                0.97012,                0.69824,                0.78235,                0.77277,                0.53924,                 1.1425,                 0.6129,                  1.004,               0.002905,               0.002905,               0.002905
                    218,                0.83565,                0.52307,                0.96829,                0.69556,                0.78033,                0.77104,                 0.5366,                 1.1427,                0.61297,                  1.004,               0.002872,               0.002872,               0.002872
                    219,                0.82252,                 0.5087,                0.96929,                 0.6908,                0.78439,                0.77093,                0.53598,                 1.1426,                0.61352,                 1.0041,               0.002839,               0.002839,               0.002839
                    220,                0.82537,                0.50826,                0.96815,                0.69472,                0.78277,                0.77211,                0.53579,                 1.1436,                0.61334,                 1.0043,               0.002806,               0.002806,               0.002806
                    221,                0.82756,                0.51061,                0.96949,                0.69815,                0.78133,                0.77398,                0.53724,                 1.1434,                0.61286,                 1.0041,               0.002773,               0.002773,               0.002773
                    222,                0.82615,                0.51069,                0.96557,                 0.6931,                0.79077,                0.77509,                0.53674,                 1.1433,                0.61263,                 1.0034,                0.00274,                0.00274,                0.00274
                    223,                0.84135,                0.51825,                0.96716,                 0.6949,                0.78665,                 0.7752,                0.53733,                 1.1437,                0.61331,                 1.0035,               0.002707,               0.002707,               0.002707
                    224,                0.82961,                0.52056,                0.96928,                0.69667,                0.78667,                0.77563,                0.53713,                  1.144,                0.61453,                 1.0038,               0.002674,               0.002674,               0.002674
                    225,                 0.8512,                0.51398,                0.96108,                0.69503,                0.79582,                0.77509,                  0.537,                 1.1436,                 0.6151,                 1.0032,               0.002641,               0.002641,               0.002641
                    226,                0.83336,                0.51989,                0.97196,                0.69677,                0.79758,                0.77555,                0.53716,                 1.1438,                0.61464,                 1.0034,               0.002608,               0.002608,               0.002608
                    227,                 0.8206,                0.50512,                0.96915,                0.70235,                0.79426,                0.77568,                0.53794,                 1.1438,                 0.6169,                 1.0034,               0.002575,               0.002575,               0.002575
                    228,                0.82982,                0.51413,                0.97045,                  0.701,                0.79495,                0.77558,                0.53808,                 1.1449,                0.61783,                 1.0036,               0.002542,               0.002542,               0.002542
                    229,                 0.8246,                0.51651,                0.96423,                0.70541,                0.77435,                0.77521,                0.53683,                 1.1432,                 0.6155,                  1.003,               0.002509,               0.002509,               0.002509
                    230,                0.81456,                0.50857,                0.96889,                0.70528,                0.78081,                0.77606,                 0.5375,                 1.1434,                0.61487,                 1.0032,               0.002476,               0.002476,               0.002476
                    231,                0.83855,                 0.5152,                0.96391,                0.70212,                0.78043,                0.77558,                0.53947,                 1.1444,                0.61413,                 1.0034,               0.002443,               0.002443,               0.002443
                    232,                0.80957,                0.50006,                0.96109,                0.70167,                0.78342,                0.77563,                0.53945,                 1.1439,                 0.6153,                 1.0032,                0.00241,                0.00241,                0.00241
                    233,                0.82003,                0.50397,                0.96616,                0.70549,                0.78327,                0.77566,                0.53923,                 1.1445,                0.61552,                  1.003,               0.002377,               0.002377,               0.002377
                    234,                0.82746,                 0.5099,                0.96756,                0.70791,                0.77715,                0.77668,                0.53922,                 1.1438,                0.61469,                 1.0028,               0.002344,               0.002344,               0.002344
                    235,                0.80532,                0.50409,                0.96523,                0.70609,                0.78014,                0.77762,                0.53976,                 1.1429,                0.61468,                 1.0018,               0.002311,               0.002311,               0.002311
                    236,                 0.8208,                0.50859,                 0.9682,                0.71175,                0.77146,                0.77607,                 0.5395,                 1.1427,                0.61381,                 1.0015,               0.002278,               0.002278,               0.002278
                    237,                0.83363,                0.50142,                0.96197,                 0.7125,                0.77141,                0.77618,                 0.5401,                  1.143,                0.61324,                 1.0015,               0.002245,               0.002245,               0.002245
                    238,                0.81488,                0.50506,                0.96772,                0.70938,                0.77414,                0.77531,                0.53853,                 1.1424,                0.61308,                  1.001,               0.002212,               0.002212,               0.002212
                    239,                0.82345,                0.50005,                0.96934,                0.70348,                0.78298,                0.77309,                0.53667,                 1.1417,                0.61264,                 1.0004,               0.002179,               0.002179,               0.002179
                    240,                0.84207,                0.51408,                  0.963,                0.69686,                0.78548,                0.77402,                0.53745,                 1.1407,                0.61157,                 1.0003,               0.002146,               0.002146,               0.002146
                    241,                0.81136,                0.49956,                 0.9587,                0.70677,                 0.7723,                0.77494,                 0.5384,                  1.141,                0.61245,                0.99997,               0.002113,               0.002113,               0.002113
                    242,                0.81365,                0.49701,                0.95926,                0.70732,                0.76842,                0.77469,                0.53827,                 1.1405,                0.61231,                      1,                0.00208,                0.00208,                0.00208
                    243,                0.81773,                0.50132,                0.95817,                0.71815,                0.75936,                0.77325,                0.53823,                 1.1396,                0.61287,                0.99938,               0.002047,               0.002047,               0.002047
                    244,                0.80703,                0.49456,                0.96294,                0.71062,                0.76279,                0.77208,                0.53723,                   1.14,                0.61328,                0.99937,               0.002014,               0.002014,               0.002014
                    245,                0.80195,                0.49185,                0.95716,                 0.7195,                0.75531,                0.77215,                0.53677,                 1.1398,                 0.6135,                0.99922,               0.001981,               0.001981,               0.001981
                    246,                 0.8165,                0.50046,                0.96501,                0.72059,                0.75342,                0.77291,                0.53706,                 1.1407,                0.61322,                0.99949,               0.001948,               0.001948,               0.001948
                    247,                0.80563,                0.49178,                0.96123,                0.72056,                0.75462,                0.77301,                0.53696,                 1.1407,                0.61267,                0.99932,               0.001915,               0.001915,               0.001915
                    248,                0.80126,                0.48474,                0.95988,                0.71715,                0.76467,                 0.7737,                0.53875,                 1.1407,                0.61305,                0.99922,               0.001882,               0.001882,               0.001882
                    249,                0.81164,                0.49998,                0.96465,                0.72164,                 0.7554,                0.77454,                0.53948,                 1.1411,                0.61234,                0.99972,               0.001849,               0.001849,               0.001849
                    250,                0.81511,                0.48849,                0.96018,                 0.7198,                0.76076,                0.77454,                0.53929,                 1.1413,                0.61128,                0.99943,               0.001816,               0.001816,               0.001816
                    251,                0.80897,                0.49314,                0.95608,                0.72034,                0.75729,                0.77381,                0.53896,                 1.1405,                0.61141,                0.99916,               0.001783,               0.001783,               0.001783
                    252,                 0.8142,                 0.4941,                0.96463,                0.71416,                0.76385,                 0.7737,                0.53909,                 1.1406,                0.61081,                0.99931,                0.00175,                0.00175,                0.00175
                    253,                0.80509,                0.48636,                0.96075,                0.71622,                0.76519,                0.77499,                0.53923,                 1.1406,                 0.6101,                 0.9992,               0.001717,               0.001717,               0.001717
                    254,                0.81078,                0.49247,                0.95301,                0.71267,                 0.7659,                 0.7742,                0.53885,                 1.1405,                0.60979,                0.99925,               0.001684,               0.001684,               0.001684
                    255,                0.81031,                0.49258,                 0.9592,                0.71787,                0.76866,                0.77588,                0.53917,                 1.1407,                0.60912,                0.99918,               0.001651,               0.001651,               0.001651
                    256,                0.79909,                0.48042,                0.96054,                0.71686,                0.76833,                0.77582,                 0.5387,                 1.1413,                 0.6094,                0.99928,               0.001618,               0.001618,               0.001618
                    257,                0.79468,                0.48493,                0.95714,                0.71374,                0.76912,                0.77526,                0.53844,                 1.1415,                0.60907,                0.99942,               0.001585,               0.001585,               0.001585
                    258,                0.80974,                0.49351,                0.95862,                0.71531,                0.76963,                0.77595,                0.53844,                 1.1418,                0.60975,                 0.9999,               0.001552,               0.001552,               0.001552
                    259,                 0.8065,                0.48485,                0.95827,                0.71533,                0.77149,                0.77498,                0.53771,                 1.1423,                0.61028,                 1.0004,               0.001519,               0.001519,               0.001519
                    260,                0.80654,                0.48032,                0.95446,                0.71646,                0.77101,                0.77535,                0.53769,                 1.1421,                0.61018,                 1.0004,               0.001486,               0.001486,               0.001486
                    261,                0.79779,                0.48477,                0.95503,                0.71757,                0.76967,                0.77586,                0.53851,                 1.1425,                0.60998,                 1.0006,               0.001453,               0.001453,               0.001453
                    262,                0.80579,                0.48542,                0.95342,                0.71748,                0.76955,                0.77556,                0.53865,                 1.1427,                0.60945,                 1.0007,                0.00142,                0.00142,                0.00142
                    263,                0.80935,                0.48817,                0.95797,                0.71613,                0.76754,                0.77604,                0.53817,                 1.1421,                0.61014,                 1.0009,               0.001387,               0.001387,               0.001387
                    264,                 0.8051,                0.48949,                0.95137,                0.71518,                0.76779,                0.77631,                0.53854,                 1.1426,                0.61002,                  1.001,               0.001354,               0.001354,               0.001354
                    265,                0.79683,                 0.4731,                0.95303,                0.71694,                0.76635,                0.77654,                0.53842,                 1.1431,                0.60979,                 1.0013,               0.001321,               0.001321,               0.001321
                    266,                 0.8016,                0.48388,                0.95739,                0.71657,                0.76816,                 0.7772,                0.53859,                 1.1429,                0.61005,                 1.0011,               0.001288,               0.001288,               0.001288
                    267,                0.78854,                0.47881,                0.95317,                0.71653,                0.76869,                0.77725,                0.53889,                 1.1428,                0.60996,                 1.0012,               0.001255,               0.001255,               0.001255
                    268,                0.80195,                0.48328,                0.95019,                0.71863,                0.76787,                0.77738,                0.53904,                 1.1428,                0.60997,                  1.001,               0.001222,               0.001222,               0.001222
                    269,                0.79277,                0.47403,                0.96143,                0.71726,                0.76902,                0.77649,                0.53891,                 1.1427,                0.60923,                  1.001,               0.001189,               0.001189,               0.001189
                    270,                  0.793,                0.48066,                0.95769,                0.71735,                0.76968,                 0.7762,                0.53858,                 1.1429,                0.60915,                 1.0012,               0.001156,               0.001156,               0.001156
                    271,                0.78433,                0.47576,                0.94739,                0.71433,                0.76908,                0.77565,                0.53869,                 1.1431,                0.60849,                 1.0013,               0.001123,               0.001123,               0.001123
                    272,                 0.7977,                0.48388,                0.95302,                0.71609,                0.76862,                0.77644,                0.53848,                 1.1435,                0.60808,                 1.0016,                0.00109,                0.00109,                0.00109
                    273,                0.78434,                0.47553,                0.95238,                0.71629,                0.76823,                0.77626,                0.53801,                 1.1437,                0.60801,                 1.0014,               0.001057,               0.001057,               0.001057
                    274,                0.78992,                0.47508,                0.94913,                0.71722,                0.76893,                0.77608,                0.53801,                 1.1441,                0.60728,                 1.0018,               0.001024,               0.001024,               0.001024
                    275,                0.78806,                0.47279,                0.95292,                0.71745,                0.76993,                0.77648,                0.53878,                 1.1444,                0.60789,                 1.0019,               0.000991,               0.000991,               0.000991
                    276,                0.80114,                0.48397,                0.95516,                0.71666,                0.76859,                0.77622,                0.53827,                 1.1446,                0.60743,                  1.002,               0.000958,               0.000958,               0.000958
                    277,                  0.781,                0.47172,                0.94852,                0.71554,                0.77061,                0.77657,                 0.5382,                  1.145,                0.60793,                 1.0021,               0.000925,               0.000925,               0.000925
                    278,                0.78655,                0.47251,                0.95071,                0.71419,                0.77069,                0.77668,                0.53789,                 1.1454,                0.60768,                 1.0023,               0.000892,               0.000892,               0.000892
                    279,                 0.7855,                0.47026,                0.94968,                0.71624,                0.77086,                0.77702,                0.53816,                 1.1457,                0.60787,                 1.0027,               0.000859,               0.000859,               0.000859
                    280,                0.78211,                0.46648,                0.95012,                0.71503,                 0.7717,                0.77653,                0.53813,                 1.1463,                0.60778,                 1.0029,               0.000826,               0.000826,               0.000826
                    281,                0.79114,                0.47783,                0.95232,                0.71627,                0.77167,                0.77708,                0.53766,                 1.1466,                0.60775,                 1.0033,               0.000793,               0.000793,               0.000793
                    282,                0.78447,                  0.467,                0.94613,                0.71903,                0.77121,                0.77734,                0.53789,                 1.1467,                0.60795,                 1.0036,                0.00076,                0.00076,                0.00076
                    283,                0.78745,                0.46959,                0.95374,                0.71734,                0.77251,                0.77722,                0.53757,                 1.1469,                0.60769,                 1.0037,               0.000727,               0.000727,               0.000727
                    284,                0.77635,                0.46022,                0.94286,                0.71901,                0.77134,                 0.7763,                0.53748,                 1.1471,                0.60769,                 1.0037,               0.000694,               0.000694,               0.000694
                    285,                0.77528,                0.46761,                0.94985,                0.71914,                0.77229,                0.77605,                0.53742,                  1.147,                0.60801,                 1.0038,               0.000661,               0.000661,               0.000661
                    286,                0.77652,                 0.4587,                0.95138,                0.71704,                0.77422,                0.77582,                0.53803,                 1.1467,                0.60783,                 1.0038,               0.000628,               0.000628,               0.000628
                    287,                 0.7813,                0.46263,                0.94886,                0.71573,                0.77444,                0.77508,                0.53699,                 1.1471,                0.60858,                  1.004,               0.000595,               0.000595,               0.000595
                    288,                0.78618,                0.46686,                0.94848,                0.71412,                0.77408,                0.77469,                0.53681,                 1.1474,                0.60894,                 1.0041,               0.000562,               0.000562,               0.000562
                    289,                0.78336,                0.46952,                 0.9494,                0.71239,                0.77482,                0.77524,                0.53689,                 1.1476,                0.60914,                 1.0043,               0.000529,               0.000529,               0.000529
                    290,                0.78021,                 0.4621,                 0.9488,                0.71157,                0.77608,                0.77519,                0.53627,                  1.148,                 0.6097,                 1.0044,               0.000496,               0.000496,               0.000496
                    291,                0.77545,                0.46343,                0.94954,                0.71067,                0.77659,                0.77589,                0.53682,                 1.1485,                0.61015,                 1.0049,               0.000463,               0.000463,               0.000463
                    292,                0.77485,                0.46383,                0.94301,                  0.712,                0.77458,                0.77507,                0.53621,                 1.1479,                0.61008,                 1.0045,                0.00043,                0.00043,                0.00043
                    293,                 0.7725,                0.45927,                  0.949,                0.71055,                0.77539,                0.77511,                0.53651,                 1.1489,                0.61028,                 1.0048,               0.000397,               0.000397,               0.000397
                    294,                0.77573,                0.45773,                0.94273,                0.71202,                0.77504,                0.77506,                0.53633,                  1.149,                0.61092,                 1.0051,               0.000364,               0.000364,               0.000364
                    295,                0.77591,                0.46155,                0.94453,                0.70977,                0.77585,                0.77482,                0.53668,                 1.1497,                0.61107,                 1.0057,               0.000331,               0.000331,               0.000331
                    296,                0.77533,                0.46142,                0.94634,                0.71004,                0.77546,                0.77517,                0.53694,                 1.1503,                0.61075,                 1.0059,               0.000298,               0.000298,               0.000298
                    297,                0.76483,                 0.4566,                0.94215,                0.70984,                0.77529,                0.77518,                0.53728,                 1.1501,                0.61129,                  1.006,               0.000265,               0.000265,               0.000265
                    298,                 0.7834,                0.46672,                0.94851,                 0.7103,                0.77434,                0.77485,                0.53691,                 1.1503,                0.61072,                 1.0062,               0.000232,               0.000232,               0.000232
                    299,                0.76221,                0.45542,                0.94739,                0.70947,                0.77462,                  0.775,                0.53732,                 1.1508,                0.61054,                 1.0064,               0.000199,               0.000199,               0.000199
                    300,                0.76159,                0.45735,                0.94443,                0.71034,                0.77392,                0.77462,                0.53686,                 1.1506,                0.61147,                 1.0064,               0.000166,               0.000166,               0.000166
